model,image,true_class,pred_class,correct,iou
Nano,scraped_approved_1782573741_30.jpg,MCB,MCB,True,0.6066990278197114
Nano,scraped_approved_1782573748_32.jpg,RCD,RCD,True,0.973065685935645
Nano,scraped_approved_1782573748_32.jpg,MAINBREAKER,MAINBREAKER,True,0.9707614744958387
Nano,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9539551446600562
Nano,scraped_approved_1782573748_32.jpg,MCB,RCD,False,0.9664909224015842
Nano,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9737054900541129
Nano,scraped_approved_1782573748_32.jpg,RCD,RCD,True,0.972967555374364
Nano,scraped_approved_1782573748_32.jpg,MCB,RCD,False,0.5080156674544347
Nano,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9712230780498003
Nano,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9819624787777425
Nano,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9658371316524155
Nano,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.97205485644476
Nano,scraped_approved_1782573748_32.jpg,RCD,RCD,True,0.9718366995982558
Nano,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9852149310908448
Nano,scraped_approved_1782573751_35.jpg,MAINBREAKER,MAINBREAKER,True,0.9225030214043869
Nano,scraped_approved_1782573751_35.jpg,MCB,MCB,True,0.9718602751107218
Nano,scraped_approved_1782573751_35.jpg,MCB,MCB,True,0.9696528656003288
Nano,scraped_approved_1782573751_35.jpg,MCB,MCB,True,0.9763343749744341
Nano,scraped_approved_1782573751_35.jpg,RCD,RCD,True,0.9575373945747795
Nano,scraped_approved_1782573751_35.jpg,MAINBREAKER,MAINBREAKER,True,0.958975885912316
Nano,scraped_approved_1782573751_35.jpg,MAINBREAKER,MAINBREAKER,True,0.9443898680564492
Nano,scraped_approved_1782573804_73.jpg,MAINBREAKER,RCD,False,0.5298455212451926
Nano,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.962739540094822
Nano,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.950275257145831
Nano,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.95416119873733
Nano,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9834849799875537
Nano,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9611630015606242
Nano,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9808034733978707
Nano,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9362285426142326
Nano,scraped_approved_1782573839_103.jpg,RCD,RCD,True,0.9441659107832164
Nano,scraped_approved_1782573839_103.jpg,MCB,MCB,True,0.9467293030397725
Nano,scraped_approved_1782573839_103.jpg,MCB,MCB,True,0.9470744406894037
Nano,scraped_approved_1782573839_103.jpg,MCB,MCB,True,0.9349749417699212
Nano,scraped_approved_1782573839_103.jpg,MCB,MAINBREAKER,False,0.9119635173636109
Nano,scraped_approved_1782573845_108.jpg,RCD,RCD,True,0.95770991042905
Nano,scraped_approved_1782573845_108.jpg,MCB,MAINBREAKER,False,0.9503486036983294
Nano,scraped_approved_1782573845_108.jpg,RCD,RCD,True,0.986638858494035
Nano,scraped_approved_1782573845_108.jpg,MCB,MAINBREAKER,False,0.9731443690540578
Nano,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9669533281449791
Nano,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.960450028230127
Nano,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9715939936016715
Nano,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9626025298518951
Nano,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9644103617739127
Nano,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.962481895847427
Nano,scraped_approved_1782573858_119.jpg,MAINBREAKER,OVERSURGE,False,0.9711792554875289
Nano,scraped_approved_1782573858_119.jpg,RCD,RCD,True,0.9671452915928797
Nano,scraped_approved_1782573858_119.jpg,MCB,MCB,True,0.9603299866051243
Nano,scraped_approved_1782573858_119.jpg,MCB,MCB,True,0.9639642269847968
Nano,scraped_approved_1782573858_119.jpg,MCB,MCB,True,0.9579992842789788
Nano,scraped_approved_1782573858_119.jpg,MCB,MCB,True,0.9632014114006076
Nano,scraped_approved_1782573876_131.jpg,RCD,RCD,True,0.9693715960867143
Nano,scraped_approved_1782573876_131.jpg,MCB,MCB,True,0.9678142240237058
Nano,scraped_approved_1782573876_131.jpg,MCB,MCB,True,0.9567362499468766
Nano,scraped_approved_1782573876_131.jpg,MCB,MCB,True,0.9748700023280235
Nano,scraped_approved_1782573942_160.jpg,OVERSURGE,OVERSURGE,True,0.978199163194609
Nano,scraped_approved_1782573942_160.jpg,RCD,RCD,True,0.9773333143037732
Nano,scraped_approved_1782573942_160.jpg,MCB,MCB,True,0.9886562380187061
Nano,scraped_approved_1782573942_160.jpg,MCB,MCB,True,0.538045659613552
Nano,scraped_approved_1782573943_161.jpg,MAINBREAKER,MAINBREAKER,True,0.9850484962094546
Nano,scraped_approved_1782573943_161.jpg,MCB,MCB,True,0.9809915560464597
Nano,scraped_approved_1782573943_161.jpg,MCB,MCB,True,0.9792925792353475
Nano,scraped_approved_1782573943_161.jpg,MCB,RCD,False,0.960189131871333
Nano,scraped_approved_1782573956_172.jpg,MAINBREAKER,MCB,False,0.9741759092710195
Nano,scraped_approved_1782573956_172.jpg,RCD,RCD,True,0.975276701369465
Nano,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.9417369818903566
Nano,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.947661026012138
Nano,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.9645122417232649
Nano,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.9639611440567877
Nano,scraped_approved_1782573972_181.jpg,MCB,MCB,True,0.9367410596875899
Nano,scraped_approved_1782573972_181.jpg,OTHER,OTHER,True,0.95429311244094
Nano,scraped_approved_1782573972_181.jpg,RCD,RCD,True,0.9744564298378696
Nano,scraped_approved_1782573972_181.jpg,MCB,MCB,True,0.8469566387998334
Nano,scraped_approved_1782573972_181.jpg,MCB,MCB,True,0.9581364550301555
Nano,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9664826872307521
Nano,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9645215247292693
Nano,scraped_approved_1782573995_198.jpg,RCD,RCD,True,0.9779554159643632
Nano,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9812331762051519
Nano,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9887679419275685
Nano,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.991981616016946
Nano,scraped_approved_1782573995_198.jpg,RCD,RCD,True,0.97047620709275
Nano,scraped_approved_1782573995_198.jpg,MCB,MAINBREAKER,False,0.9661008685925118
Nano,scraped_approved_1782573995_198.jpg,MAINBREAKER,MCB,False,0.9660593196420997
Nano,scraped_approved_1782577088_21.jpg,RCD,RCD,True,0.9689818577922772
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.5339869798680487
Nano,scraped_approved_1782577088_21.jpg,RCD,RCD,True,0.9246647355367212
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.4821433776812791
Nano,scraped_approved_1782577088_21.jpg,RCD,RCD,True,0.9565784377163884
Nano,scraped_approved_1782577088_21.jpg,MCB,RCD,False,0.9666401043795478
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9650041571962797
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9467386958245064
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9794662014600913
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9788174929326884
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9664198348919308
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9668843425150494
Nano,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9636712595050952
Nano,scraped_approved_1782577254_80.jpg,OVERSURGE,RCD,False,0.5914913512816763
Nano,scraped_approved_1782577254_80.jpg,RCD,RCD,True,0.9804327650993699
Nano,scraped_approved_1782577254_80.jpg,MCB,MCB,True,0.9606310875744922
Nano,scraped_approved_1782577254_80.jpg,MCB,MCB,True,0.9699464731051983
Nano,scraped_approved_1782577254_80.jpg,MCB,MCB,True,0.9683544906455113
Nano,scraped_approved_1782577254_80.jpg,MCB,MCB,True,0.956545329567803
Nano,scraped_approved_1782577257_81.jpg,RCD,RCD,True,0.9590180661451353
Nano,scraped_approved_1782577257_81.jpg,RCD,RCD,True,0.9227432608152816
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9671513875084758
Nano,scraped_approved_1782577257_81.jpg,MCB,RCD,False,0.8443751768087634
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.47194003668433326
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9340352390017584
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9245685376801245
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.7753906572855807
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.7623092146099361
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9601315159437451
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.7744332676236817
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9662852446493698
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.8209961042331733
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9391067329934114
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.8145686996237161
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9283310083114908
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9397758136683487
Nano,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9397131931011464
Nano,SPAIN_07104893-2a8c-4742-a5c1-3589f3423cfa.jpg,MCB,MCB,True,0.9150772641136827
Nano,SPAIN_07104893-2a8c-4742-a5c1-3589f3423cfa.jpg,RCD,RCD,True,0.9182672130846027
Nano,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MAINBREAKER,MAINBREAKER,True,0.8177382732989679
Nano,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MAINBREAKER,False,0.9119816936096184
Nano,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,RCD,RCD,True,0.8956691944744063
Nano,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MCB,True,0.9358937228354679
Nano,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MCB,True,0.9353455667210226
Nano,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MCB,True,0.9390696399731926
Nano,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MCB,True,0.8531739203448191
Nano,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MAINBREAKER,MCB,False,0.8370987034251851
Nano,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,RCD,RCD,True,0.8964587448632342
Nano,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.9597367473888996
Nano,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.943302578079673
Nano,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.9291636299941964
Nano,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.9748445789790037
Nano,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.8694357909563686
Nano,SPAIN_3a76f32e-23f3-43c2-86d1-96baf1adfeb5.jpg,MCB,MCB,True,0.9516856568048571
Nano,SPAIN_3a76f32e-23f3-43c2-86d1-96baf1adfeb5.jpg,MCB,MCB,True,0.9410890280970762
Nano,SPAIN_3a76f32e-23f3-43c2-86d1-96baf1adfeb5.jpg,MCB,MCB,True,0.9120739657437609
Nano,SPAIN_3a76f32e-23f3-43c2-86d1-96baf1adfeb5.jpg,MCB,MCB,True,0.47627807661058186
Nano,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,RCD,RCD,True,0.9242627827510038
Nano,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MAINBREAKER,MCB,False,0.7644235936592253
Nano,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MCB,MCB,True,0.8801006554253321
Nano,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MCB,MCB,True,0.8889159992093376
Nano,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,RCD,RCD,True,0.9264256813977032
Nano,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MCB,MCB,True,0.9518688399262558
Nano,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MCB,MCB,True,0.9307225825210962
Nano,SPAIN_7fc16587-e475-404b-83aa-7d0b2cb2851f.jpg,MAINBREAKER,MAINBREAKER,True,0.6922806518306807
Nano,SPAIN_7fc16587-e475-404b-83aa-7d0b2cb2851f.jpg,MCB,MCB,True,0.6818477366639352
Nano,SPAIN_7fc16587-e475-404b-83aa-7d0b2cb2851f.jpg,MCB,MCB,True,0.49690286632452796
Nano,SPAIN_7fc16587-e475-404b-83aa-7d0b2cb2851f.jpg,MCB,MCB,True,0.5006287825881977
Nano,SPAIN_8a4d84d3-797f-4cad-9128-975e91e800f3.jpeg,MCB,MAINBREAKER,False,0.8929937899141626
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,RCD,RCD,True,0.8672025654044885
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,RCD,RCD,True,0.8705886154005553
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.9128786976794613
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.9305032886204462
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,OTHER,True,0.8345517340847433
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.8904711114318832
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.8809501137829404
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,RCD,RCD,True,0.8755540435718463
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,OTHER,True,0.7862516452427121
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.8592779031568665
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.8694353563999779
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.9682575427555316
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.9247800697722846
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,RCD,RCD,True,0.848062424266253
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,OTHER,True,0.9275544714617997
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,OTHER,True,0.8475564584324715
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,RCD,RCD,True,0.56405961346031
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.9162241708253345
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,MCB,False,0.6016798386176024
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,OTHER,True,0.8673333816052343
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,MCB,False,0.917104666335644
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.8970794646476326
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,MCB,False,0.9667889505305604
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,OTHER,True,0.8129085243358274
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,MCB,False,0.9445204196346764
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.8671695126252089
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,OTHER,RCD,False,0.8319058023995319
Nano,SPAIN_9880d248-3cae-4e53-bcb1-4bfa52e88853.jpg,MCB,MCB,True,0.90903623130931
Nano,SPAIN_9c17e1d2-6f01-4aa0-a286-2b9d0f7279bb.jpg,MAINBREAKER,MAINBREAKER,True,0.9048177629026565
Nano,SPAIN_9c17e1d2-6f01-4aa0-a286-2b9d0f7279bb.jpg,RCD,RCD,True,0.90492749073552
Nano,SPAIN_9c17e1d2-6f01-4aa0-a286-2b9d0f7279bb.jpg,MCB,MCB,True,0.9457938189745568
Nano,SPAIN_9c17e1d2-6f01-4aa0-a286-2b9d0f7279bb.jpg,MCB,MCB,True,0.9293921343092156
